asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST004091;5/6/2023;6.6;17/6/2023;17/6/2023;29.37;1.2;10;TRUE;None
AST004093;14/8/2022;3.2;15/8/2022;15/8/2022;33.66;1.8;9.9;TRUE;e-Stewards
AST004094;18/6/2020;3.5;25/6/2020;26/6/2020;127.16;12.6;9.1;FALSE;
AST004095;14/5/2023;2;15/5/2023;15/5/2023;17.66;1;9.6;FALSE;
AST004096;5/5/2022;2.9;6/5/2022;7/5/2022;201.55;9.2;9.4;FALSE;
AST004097;26/5/2023;7;30/5/2023;30/5/2023;19.77;1.6;10;TRUE;R2
AST004098;31/3/2021;1.9;3/4/2021;3/4/2021;11.94;4;10;TRUE;e-Stewards
AST004099;5/7/2023;2.5;7/7/2023;7/7/2023;38.86;1.4;10;TRUE;R2
AST004100;23/6/2023;3.4;26/6/2023;26/6/2023;28.16;3.1;8.7;TRUE;e-Stewards
AST004101;6/11/2021;5.9;9/11/2021;9/11/2021;44.07;3;8.1;TRUE;ISO14001
AST004103;18/4/2022;4.8;23/4/2022;23/4/2022;61.49;4.4;8.8;TRUE;ISO14001
AST004104;23/8/2023;3.5;31/8/2023;31/8/2023;38.57;3.2;9.4;TRUE;R2
AST004106;22/3/2022;2.3;29/3/2022;29/3/2022;31.77;2.5;8.7;TRUE;R2
AST004107;27/6/2022;3;30/6/2022;30/6/2022;25.91;1.7;9.5;TRUE;R2
AST004108;3/8/2022;1.8;10/8/2022;10/8/2022;32.29;1.6;9.1;TRUE;e-Stewards
AST004109;27/7/2021;3.4;31/7/2021;31/7/2021;64.42;5.6;6;TRUE;ISO14001
AST004110;20/7/2022;3.4;24/7/2022;24/7/2022;238.41;8.7;9.2;TRUE;R2
AST004112;7/12/2020;4.9;10/12/2020;11/12/2020;37.36;4.8;6.5;FALSE;
AST004113;13/6/2024;3.9;20/6/2024;20/6/2024;21.95;2.8;8.1;TRUE;e-Stewards
AST004114;2/11/2021;4.6;5/11/2021;6/11/2021;30.97;3.5;8.7;TRUE;None
AST004115;28/7/2022;5.1;30/7/2022;30/7/2022;76.94;5.5;6.9;FALSE;
AST004116;25/8/2024;4.3;1/9/2024;1/9/2024;33.17;3.8;10;TRUE;None
AST004117;20/8/2022;2.7;23/8/2022;23/8/2022;31.66;2.5;10;TRUE;R2
AST004119;15/3/2021;3.7;21/3/2021;21/3/2021;31.68;4.6;8.3;TRUE;ISO14001
AST004121;19/5/2023;4.6;22/5/2023;22/5/2023;35.18;3.6;7.5;TRUE;None
AST004122;20/2/2022;3.2;22/2/2022;22/2/2022;23.16;3.1;7.6;TRUE;e-Stewards
AST004123;18/6/2024;5.1;20/6/2024;20/6/2024;34.01;4.4;9.8;FALSE;
AST004124;22/8/2022;4.5;28/8/2022;28/8/2022;114.69;4.5;10;TRUE;None
AST004125;21/8/2023;2.9;24/8/2023;24/8/2023;55.61;3.2;10;TRUE;ISO14001
AST004126;25/8/2021;5.1;27/8/2021;27/8/2021;19.53;2.8;10;TRUE;e-Stewards
AST004127;29/7/2021;8;1/8/2021;1/8/2021;45.29;2.6;10;TRUE;e-Stewards
AST004129;28/11/2023;1.5;29/11/2023;29/11/2023;7.77;3.5;10;TRUE;ISO14001
AST004130;9/3/2021;4.8;13/3/2021;13/3/2021;27.35;4.5;7.9;TRUE;e-Stewards
AST004132;3/8/2021;5.5;6/8/2021;6/8/2021;24.74;1.7;8.1;TRUE;e-Stewards
AST004133;22/8/2022;6.2;24/8/2022;24/8/2022;18.02;2.4;10;TRUE;R2
AST004134;16/4/2022;2.7;21/4/2022;21/4/2022;47.38;1;9.2;FALSE;
AST004135;7/11/2021;2.3;9/11/2021;10/11/2021;195.34;9;10;TRUE;R2
AST004136;12/7/2023;1.8;21/7/2023;21/7/2023;24.67;3.6;9.5;TRUE;R2
AST004137;9/9/2023;3.2;11/9/2023;11/9/2023;16.09;1;10;TRUE;R2
AST004138;27/8/2023;1;31/8/2023;31/8/2023;42.49;1.4;9.7;TRUE;e-Stewards
AST004139;10/7/2024;2.6;14/7/2024;14/7/2024;17.8;1.6;10;FALSE;
AST004141;7/6/2021;2.6;12/6/2021;12/6/2021;147.12;5.9;9.5;TRUE;ISO14001
AST004142;4/9/2024;4.2;10/9/2024;10/9/2024;30.34;1.4;10;TRUE;None
AST004144;10/5/2022;4.6;13/5/2022;13/5/2022;36.96;4.2;7;TRUE;R2
AST004145;22/9/2020;1.9;28/9/2020;28/9/2020;157.98;13.7;7.9;TRUE;ISO14001
AST004147;2/5/2021;3.8;4/5/2021;4/5/2021;20.71;2.6;8.9;TRUE;R2
AST004149;25/11/2022;6.9;26/11/2022;26/11/2022;25.17;2.1;9;TRUE;e-Stewards
AST004150;25/3/2022;5;4/4/2022;4/4/2022;34.29;2.2;10;TRUE;ISO14001
AST004151;18/2/2023;1.8;21/2/2023;21/2/2023;29.61;1.4;9.4;TRUE;e-Stewards
AST004152;26/5/2020;5.7;31/5/2020;31/5/2020;76.31;4.7;8.2;FALSE;
AST004153;21/2/2023;1.4;22/2/2023;23/2/2023;44.22;2.1;8.8;TRUE;ISO14001
AST004154;7/7/2024;5.6;9/7/2024;9/7/2024;35.13;1.2;10;TRUE;R2
AST004156;7/9/2024;6;10/9/2024;10/9/2024;11.63;2.6;10;TRUE;R2
AST004158;1/9/2021;6.1;4/9/2021;4/9/2021;76.23;5.5;6.6;TRUE;e-Stewards
AST004159;31/1/2024;2.2;2/2/2024;2/2/2024;51.51;2.7;10;TRUE;ISO14001
AST004161;9/7/2021;1.6;11/7/2021;11/7/2021;21.12;3;5.8;TRUE;R2
AST004162;4/12/2023;4.6;7/12/2023;7/12/2023;22.19;4.1;10;TRUE;R2
AST004163;13/4/2021;4.8;17/4/2021;18/4/2021;51.45;4.4;9.7;TRUE;e-Stewards
AST004164;9/9/2021;5.3;10/9/2021;11/9/2021;42.5;5.1;6.7;TRUE;R2
AST004166;11/11/2022;2.8;14/11/2022;14/11/2022;65.06;5.7;9;TRUE;R2
AST004167;12/3/2020;1.9;13/3/2020;14/3/2020;71.62;3.7;8.8;TRUE;e-Stewards
AST004168;23/10/2020;6.9;28/10/2020;28/10/2020;29.24;2.6;10;TRUE;ISO14001
AST004170;19/7/2024;4.9;21/7/2024;21/7/2024;24.69;1.6;10;TRUE;R2
AST004171;25/7/2023;3.3;27/7/2023;27/7/2023;39.42;5.9;9.4;TRUE;e-Stewards
AST004172;24/4/2022;6.4;29/4/2022;29/4/2022;35.07;2.3;9.6;FALSE;
AST004173;25/12/2021;4.2;30/12/2021;30/12/2021;20.93;1.8;7.5;TRUE;ISO14001
AST004175;5/6/2021;4.9;7/6/2021;7/6/2021;58.74;5.2;6.5;FALSE;
AST004177;13/5/2020;2.4;15/5/2020;15/5/2020;77.45;6.5;9.7;TRUE;None
AST004178;8/10/2022;5;11/10/2022;11/10/2022;33.99;3.5;9.3;TRUE;ISO14001
AST004179;13/6/2022;2.2;15/6/2022;15/6/2022;50.89;2.5;9.5;TRUE;e-Stewards
AST004181;28/6/2021;1.2;29/6/2021;29/6/2021;35.73;2.7;7.7;TRUE;ISO14001
AST004182;26/7/2021;6.9;29/7/2021;29/7/2021;23.36;2.1;9;TRUE;ISO14001
AST004183;8/9/2020;4.3;14/9/2020;15/9/2020;264.57;11.1;8.6;TRUE;None
AST004184;22/5/2022;6.7;24/5/2022;24/5/2022;66.73;3.4;9.2;TRUE;e-Stewards
AST004185;12/7/2022;3;14/7/2022;14/7/2022;258.3;8.3;8.9;TRUE;e-Stewards
AST004186;28/6/2024;5.9;3/7/2024;3/7/2024;56.71;1.1;9.1;TRUE;e-Stewards
AST004187;3/3/2024;4.2;10/3/2024;10/3/2024;63.73;1;8.8;TRUE;R2
AST004188;6/9/2021;8;10/9/2021;10/9/2021;66.01;5.6;6.5;TRUE;None
AST004190;10/2/2024;4.4;11/2/2024;11/2/2024;196.53;9.6;9.1;FALSE;
AST004191;13/10/2022;4.1;20/10/2022;20/10/2022;15.78;2.3;9.6;TRUE;e-Stewards
AST004193;15/8/2020;3.4;16/8/2020;17/8/2020;280.03;12.4;7.1;TRUE;R2
AST004196;19/3/2022;2.4;23/3/2022;23/3/2022;50.14;5.9;6.9;TRUE;R2
AST004197;5/1/2021;4.5;8/1/2021;9/1/2021;38.43;1.4;9;TRUE;R2
AST004199;21/5/2022;8;24/5/2022;24/5/2022;36.91;1;9.5;FALSE;
AST004200;1/9/2020;3.6;4/9/2020;4/9/2020;51.36;4.4;5.7;TRUE;e-Stewards
AST004201;6/3/2022;4.5;12/3/2022;12/3/2022;67.44;2.5;6.8;TRUE;R2
AST004202;14/8/2023;2.6;16/8/2023;16/8/2023;122.46;7;10;TRUE;e-Stewards
AST004204;11/5/2020;4.8;15/5/2020;16/5/2020;249.37;18.2;7.4;TRUE;ISO14001
AST004206;16/6/2021;8;28/6/2021;28/6/2021;261.27;13.4;8.8;TRUE;e-Stewards
AST004209;28/9/2022;8;29/9/2022;29/9/2022;128.66;5.7;10;TRUE;ISO14001
AST004211;6/11/2022;1.9;14/11/2022;14/11/2022;16.92;3;8.5;TRUE;R2
AST004212;28/7/2022;3.9;30/7/2022;30/7/2022;38.54;2.2;9.1;TRUE;None
AST004213;18/3/2023;7.1;19/3/2023;19/3/2023;26.38;3.2;8.5;TRUE;ISO14001
AST004214;8/6/2024;2.7;10/6/2024;10/6/2024;33.26;2.6;10;TRUE;ISO14001
AST004216;8/8/2021;3.9;16/8/2021;16/8/2021;25.34;2.2;8.3;TRUE;e-Stewards
AST004218;12/9/2023;6.3;13/9/2023;13/9/2023;36.32;2.7;10;TRUE;ISO14001
AST004219;20/3/2021;1.9;23/3/2021;24/3/2021;94.7;11.6;9.3;FALSE;
AST004220;7/9/2021;2;11/9/2021;12/9/2021;215.54;8.5;9.3;FALSE;
AST004221;24/1/2023;4.1;26/1/2023;26/1/2023;32.92;3.6;9.3;TRUE;e-Stewards
AST004222;16/6/2024;8;18/6/2024;18/6/2024;31.97;3.7;10;TRUE;ISO14001
AST004223;18/8/2023;8;21/8/2023;21/8/2023;13.16;2;8.1;TRUE;e-Stewards
AST004224;12/3/2023;7.1;21/3/2023;21/3/2023;53.66;3.8;9.2;TRUE;R2
AST004225;27/6/2023;6.8;1/7/2023;1/7/2023;13.68;1;10;TRUE;ISO14001
AST004226;23/4/2020;5.4;26/4/2020;27/4/2020;75;6.6;6.5;TRUE;ISO14001
AST004227;15/9/2020;5;17/9/2020;17/9/2020;30.33;1.7;10;TRUE;e-Stewards
AST004228;8/7/2024;3.8;14/7/2024;14/7/2024;19.94;1.4;10;TRUE;R2
AST004230;4/7/2020;5.2;5/7/2020;6/7/2020;96.25;6;6.4;FALSE;
AST004231;12/4/2023;4.5;20/4/2023;20/4/2023;25.77;1;9.6;TRUE;e-Stewards
AST004233;3/1/2021;3.9;5/1/2021;6/1/2021;35.1;4;8.2;TRUE;R2
AST004235;15/6/2022;2.1;17/6/2022;17/6/2022;55.58;2.4;8.5;TRUE;R2
AST004236;21/12/2021;8;22/12/2021;23/12/2021;65.96;3.5;8.9;TRUE;R2
AST004237;14/4/2023;5;17/4/2023;17/4/2023;24.18;5;9.7;TRUE;ISO14001
AST004238;12/3/2022;1.6;14/3/2022;14/3/2022;43.26;4.4;7.5;TRUE;R2
AST004239;28/3/2023;8;30/3/2023;30/3/2023;50.82;4.1;10;TRUE;R2
AST004240;17/9/2022;3;19/9/2022;19/9/2022;42.27;4.7;9.5;FALSE;
AST004241;23/3/2023;8;30/3/2023;30/3/2023;18;1;9.1;TRUE;e-Stewards
AST004242;1/6/2020;4.9;2/6/2020;3/6/2020;308.88;12.8;7.4;TRUE;ISO14001
AST004243;6/4/2020;2.9;7/4/2020;7/4/2020;80;6.1;5.4;TRUE;ISO14001
AST004244;23/8/2022;7.3;24/8/2022;24/8/2022;31.17;2.9;9.7;TRUE;e-Stewards
AST004245;25/7/2020;6.4;29/7/2020;29/7/2020;43.81;4.5;7.7;TRUE;R2
AST004246;21/12/2023;3.8;25/12/2023;25/12/2023;28.85;3.1;10;TRUE;ISO14001
AST004247;16/9/2022;7.4;20/9/2022;20/9/2022;41.48;2.2;10;FALSE;
AST004248;4/9/2021;4.3;5/9/2021;5/9/2021;28.38;4.4;5.8;TRUE;e-Stewards
AST004249;1/10/2021;5;5/10/2021;6/10/2021;210.42;8.2;9.7;TRUE;R2
AST004250;21/11/2021;8;29/11/2021;29/11/2021;43.24;3.2;8.5;TRUE;ISO14001
AST004252;14/6/2021;6.3;25/6/2021;25/6/2021;43.51;2.3;8.7;TRUE;e-Stewards
AST004253;3/7/2022;4.4;5/7/2022;5/7/2022;25.39;1.2;10;TRUE;R2
AST004254;11/12/2020;6.3;15/12/2020;15/12/2020;23.79;2.4;9.9;TRUE;e-Stewards
AST004255;10/5/2020;3.1;11/5/2020;11/5/2020;43.83;6.7;6.6;TRUE;R2
AST004257;8/11/2022;6.7;11/11/2022;11/11/2022;41.6;1;10;TRUE;ISO14001
AST004258;28/8/2021;2.9;31/8/2021;31/8/2021;27.81;3.3;6.4;TRUE;R2
AST004259;18/8/2022;2.3;22/8/2022;22/8/2022;16.83;1;10;TRUE;ISO14001
AST004260;25/4/2024;2.9;28/4/2024;28/4/2024;32.53;3;10;TRUE;R2
AST004261;7/7/2024;2.5;13/7/2024;13/7/2024;25.31;3.7;10;TRUE;e-Stewards
AST004263;28/3/2021;1.3;2/4/2021;2/4/2021;41.34;2.9;9.2;TRUE;e-Stewards
AST004264;20/12/2023;2;22/12/2023;22/12/2023;15.02;2.3;10;TRUE;e-Stewards
AST004265;27/4/2020;3.1;1/5/2020;1/5/2020;13.69;2.4;9.9;TRUE;ISO14001
AST004266;19/5/2023;3;20/5/2023;21/5/2023;41.19;3.3;8.6;FALSE;
AST004267;27/4/2020;8;3/5/2020;3/5/2020;49.97;1.6;6.6;TRUE;R2
AST004268;11/5/2024;3.3;14/5/2024;14/5/2024;28.31;1;10;TRUE;None
AST004269;4/7/2022;4.5;7/7/2022;8/7/2022;37.93;4;9.2;FALSE;
AST004270;24/4/2022;5;29/4/2022;29/4/2022;51.19;5.3;8.6;TRUE;R2
AST004271;24/2/2023;2.6;1/3/2023;1/3/2023;133.61;6.2;10;TRUE;e-Stewards
AST004272;3/2/2020;8;5/2/2020;5/2/2020;48.28;8.2;5.7;TRUE;e-Stewards
AST004273;4/11/2020;2.1;5/11/2020;6/11/2020;67.25;7.8;7;TRUE;None
AST004274;26/12/2022;4.7;2/1/2023;3/1/2023;204.76;8.2;9.8;TRUE;R2
AST004275;1/12/2020;2.2;6/12/2020;6/12/2020;81.62;4.6;7.3;TRUE;e-Stewards
AST004276;28/10/2023;3.8;29/10/2023;29/10/2023;50.46;3.1;9.2;TRUE;e-Stewards
AST004277;21/5/2020;8;27/5/2020;27/5/2020;38.03;4.8;8.1;TRUE;R2
AST004278;24/7/2022;2.4;25/7/2022;26/7/2022;21.66;6.1;7.2;TRUE;ISO14001
AST004280;5/8/2021;1.6;7/8/2021;7/8/2021;30.09;4.3;7.3;TRUE;e-Stewards
AST004281;8/11/2023;3.4;15/11/2023;15/11/2023;32.22;1;10;TRUE;R2
AST004282;14/8/2020;1.9;21/8/2020;21/8/2020;38.96;4.4;7.4;TRUE;e-Stewards
AST004283;25/1/2021;1.9;27/1/2021;27/1/2021;32.45;3.1;8.2;TRUE;e-Stewards
AST004284;10/5/2023;1.4;16/5/2023;16/5/2023;31.68;1;9.7;TRUE;None
AST004285;2/3/2023;1.5;3/3/2023;3/3/2023;237.59;15.7;7.3;TRUE;R2
AST004286;26/8/2024;2.3;30/8/2024;30/8/2024;27.06;1;10;TRUE;R2
AST004287;18/8/2021;3.5;22/8/2021;22/8/2021;24.3;2.6;9.6;TRUE;R2
AST004288;4/7/2023;3.3;6/7/2023;6/7/2023;35.45;3.4;10;TRUE;R2
AST004289;27/9/2020;2.3;28/9/2020;29/9/2020;60.48;4;6.2;TRUE;R2
AST004290;26/8/2020;5.1;29/8/2020;29/8/2020;74.41;3.3;7.7;TRUE;e-Stewards
AST004294;9/7/2022;6.7;15/7/2022;15/7/2022;62.51;5.6;6.7;FALSE;
AST004295;15/1/2021;2.4;18/1/2021;18/1/2021;22.37;3.2;8.3;TRUE;ISO14001
AST004297;29/7/2023;4.2;31/7/2023;1/8/2023;101.61;5.8;10;FALSE;
AST004298;15/8/2023;4.6;18/8/2023;18/8/2023;45.25;2.4;10;FALSE;
AST004299;17/6/2023;1.6;29/6/2023;29/6/2023;30.86;1;10;TRUE;ISO14001
AST004302;11/8/2022;7.1;25/8/2022;25/8/2022;82.94;10.3;9.3;TRUE;ISO14001
AST004304;4/9/2022;4.1;7/9/2022;7/9/2022;20.66;2.3;10;TRUE;R2
AST004305;26/11/2023;5.3;27/11/2023;27/11/2023;14.75;2.6;10;TRUE;R2
AST004307;1/8/2023;1.4;6/8/2023;6/8/2023;36.01;3.1;9.5;TRUE;R2
AST004310;16/9/2024;4;18/9/2024;19/9/2024;34.59;3.1;10;TRUE;None
AST004311;11/5/2024;4.5;13/5/2024;14/5/2024;17.87;3.9;10;TRUE;R2
AST004312;22/11/2022;4.7;24/11/2022;24/11/2022;40.83;2.4;7.9;FALSE;
AST004313;6/9/2022;3;9/9/2022;9/9/2022;66.29;3.4;8.7;TRUE;ISO14001
AST004314;28/3/2023;1.7;30/3/2023;30/3/2023;33.88;2.3;8.8;TRUE;R2
AST004315;18/12/2020;2.2;22/12/2020;22/12/2020;88.93;6;6.2;TRUE;None
AST004316;7/9/2022;2.4;12/9/2022;12/9/2022;52.09;4.6;9.1;TRUE;R2
AST004317;28/6/2022;2.7;29/6/2022;29/6/2022;38.36;1.9;8.1;TRUE;ISO14001
AST004318;2/10/2023;3.5;6/10/2023;6/10/2023;80.6;11.9;9.3;FALSE;
AST004319;17/11/2022;3.9;22/11/2022;22/11/2022;13.62;3;10;TRUE;ISO14001
AST004320;1/3/2023;4.4;2/3/2023;2/3/2023;70.68;8.2;10;TRUE;R2
AST004321;8/7/2021;4.3;10/7/2021;10/7/2021;66.4;3.8;9.5;TRUE;R2
AST004322;25/8/2023;3.9;29/8/2023;29/8/2023;33.61;1.9;8.6;TRUE;R2
AST004323;24/2/2023;8;27/2/2023;27/2/2023;62.02;4.3;9.4;TRUE;R2
AST004324;8/4/2020;3.4;10/4/2020;10/4/2020;44.92;2.9;9.4;TRUE;ISO14001
AST004326;26/4/2022;2.6;28/4/2022;28/4/2022;51.69;4.9;8.4;TRUE;R2
AST004328;21/3/2021;3.9;24/3/2021;24/3/2021;61.03;4.9;7.7;TRUE;e-Stewards
AST004329;1/9/2021;3.8;7/9/2021;7/9/2021;64;4.8;7;TRUE;R2
AST004330;28/6/2023;2.7;29/6/2023;29/6/2023;45.59;4.4;9;TRUE;None
AST004331;17/8/2023;6.7;18/8/2023;19/8/2023;40.1;4.8;10;TRUE;R2
AST004332;15/12/2023;1.9;18/12/2023;18/12/2023;43.18;2.6;10;TRUE;ISO14001
AST004333;25/8/2022;1.2;27/8/2022;27/8/2022;41.93;3.7;9.8;TRUE;R2
AST004334;27/9/2022;3.9;11/10/2022;11/10/2022;48.64;2;9.3;TRUE;R2
AST004335;31/5/2024;2.3;1/6/2024;1/6/2024;19.79;1.3;10;TRUE;R2
AST004336;14/5/2021;5;16/5/2021;17/5/2021;43.57;3.3;9.2;FALSE;
AST004338;10/10/2023;6.2;12/10/2023;12/10/2023;53.14;1;9;TRUE;R2
AST004340;18/12/2020;7.5;22/12/2020;23/12/2020;290.34;17.6;7.1;TRUE;e-Stewards
AST004341;15/3/2021;8;17/3/2021;17/3/2021;19.15;2.8;5.9;TRUE;R2
AST004342;12/10/2023;2.7;19/10/2023;19/10/2023;30.68;1.4;10;TRUE;ISO14001
AST004345;1/12/2020;5.1;2/12/2020;2/12/2020;62.57;4.7;6.6;FALSE;
AST004346;26/5/2020;8;3/6/2020;4/6/2020;55.2;7.5;7;FALSE;
AST004347;4/4/2023;2;11/4/2023;11/4/2023;55.76;1;10;TRUE;None
AST004350;13/7/2020;2;23/7/2020;23/7/2020;42.26;4.9;6.5;TRUE;e-Stewards
AST004352;6/3/2022;6.6;8/3/2022;8/3/2022;45.84;5;9;TRUE;None
AST004353;27/6/2024;5;29/6/2024;29/6/2024;181.53;10.5;9.8;TRUE;ISO14001
AST004354;5/12/2022;3.9;7/12/2022;7/12/2022;55.5;3.7;9.7;TRUE;ISO14001
AST004356;6/7/2020;4.2;10/7/2020;10/7/2020;47.67;1;7.1;TRUE;e-Stewards
AST004358;30/9/2021;2.9;4/10/2021;5/10/2021;204.08;9.3;10;TRUE;e-Stewards
AST004359;25/6/2023;3.4;27/6/2023;27/6/2023;28.13;1.7;10;FALSE;
AST004360;14/5/2023;3.1;16/5/2023;16/5/2023;24.18;2.3;10;TRUE;e-Stewards
AST004361;21/8/2020;6.8;23/8/2020;23/8/2020;49.19;3.8;7.8;TRUE;e-Stewards
AST004362;21/8/2020;1.5;26/8/2020;26/8/2020;33.6;4.3;7.6;FALSE;
AST004363;17/6/2024;4.8;24/6/2024;24/6/2024;25.96;1;10;TRUE;R2
AST004365;2/4/2023;5.2;4/4/2023;4/4/2023;36.08;1;9;TRUE;ISO14001
AST004366;10/11/2022;8;14/11/2022;14/11/2022;27.09;3.9;9.7;TRUE;e-Stewards
AST004367;22/3/2024;2.3;23/3/2024;24/3/2024;153.12;7.3;10;FALSE;
AST004368;27/10/2022;1.6;6/11/2022;6/11/2022;26.2;3.1;9.6;TRUE;None
AST004369;11/7/2023;1.6;12/7/2023;13/7/2023;27.51;4.6;8.9;FALSE;
AST004370;13/9/2022;1.8;14/9/2022;14/9/2022;43.07;3.6;10;TRUE;e-Stewards
AST004371;27/1/2021;7.8;30/1/2021;31/1/2021;26.24;2.7;6.8;TRUE;R2
AST004373;1/4/2023;1.4;2/4/2023;2/4/2023;58.41;3;9.8;TRUE;ISO14001
AST004376;13/3/2021;7.4;16/3/2021;16/3/2021;56.03;3.1;6.7;TRUE;ISO14001
AST004377;11/7/2021;3.4;13/7/2021;13/7/2021;24.98;5.7;8.4;TRUE;ISO14001
AST004378;27/5/2023;3.3;31/5/2023;1/6/2023;57.38;5.9;10;TRUE;ISO14001
AST004379;20/8/2023;2.4;26/8/2023;26/8/2023;38.26;1.7;9.2;TRUE;None
AST004380;17/10/2023;6.3;22/10/2023;22/10/2023;35.29;1.9;10;TRUE;e-Stewards
AST004382;18/5/2022;4.3;20/5/2022;20/5/2022;56.96;3.4;8.1;TRUE;ISO14001
AST004383;6/7/2024;2.2;13/7/2024;13/7/2024;85.87;2.6;10;FALSE;
AST004384;24/8/2021;3.3;28/8/2021;28/8/2021;42.61;2.2;8.3;TRUE;e-Stewards
AST004385;13/4/2020;5.8;16/4/2020;17/4/2020;69.93;7.8;5.8;TRUE;e-Stewards
AST004386;26/6/2022;4.9;2/7/2022;2/7/2022;15.36;2.2;10;TRUE;e-Stewards
AST004387;4/11/2023;3;10/11/2023;10/11/2023;154.95;11.7;9.2;FALSE;
AST004389;9/3/2021;6.9;11/3/2021;11/3/2021;36.18;4.3;9.1;TRUE;e-Stewards
AST004390;18/1/2024;2.9;21/1/2024;21/1/2024;53.02;2.8;9.2;TRUE;R2
AST004391;10/8/2022;1.8;11/8/2022;11/8/2022;25.4;1;10;TRUE;e-Stewards
AST004393;4/6/2022;2.5;6/6/2022;7/6/2022;26.36;5.7;6.8;FALSE;
AST004394;26/7/2021;1.9;31/7/2021;31/7/2021;41.56;4.2;5.6;FALSE;
AST004395;24/11/2022;3.7;27/11/2022;27/11/2022;188.49;6.8;9.9;FALSE;
AST004396;14/4/2023;2.2;16/4/2023;16/4/2023;38.07;2.1;9.8;TRUE;R2
AST004397;1/2/2021;2.1;3/2/2021;4/2/2021;55.01;5.3;7.1;TRUE;R2
AST004398;13/7/2022;4.5;15/7/2022;15/7/2022;139.04;9.6;9.2;FALSE;
AST004401;11/7/2022;1.5;15/7/2022;16/7/2022;27.5;2.8;8.9;TRUE;e-Stewards
AST004402;30/7/2023;2;1/8/2023;1/8/2023;25.67;2.2;10;TRUE;None
AST004405;20/7/2021;6.9;21/7/2021;21/7/2021;21.49;4.2;9.8;TRUE;ISO14001
AST004406;8/10/2021;1.9;9/10/2021;9/10/2021;9.32;1.1;10;TRUE;R2
AST004407;18/3/2023;1.2;19/3/2023;20/3/2023;88.75;7.7;10;TRUE;ISO14001
AST004408;18/6/2024;1.7;20/6/2024;20/6/2024;24.36;1;10;TRUE;R2
AST004410;1/6/2023;2.5;8/6/2023;8/6/2023;65.12;4.9;8.7;TRUE;R2
AST004411;30/11/2022;2.1;8/12/2022;8/12/2022;56.33;2.8;8.3;TRUE;R2
AST004412;21/10/2023;7.3;28/10/2023;28/10/2023;62.12;5.1;8.6;TRUE;None
AST004413;29/3/2021;2.4;2/4/2021;2/4/2021;144.33;10.1;9.4;FALSE;
AST004414;19/8/2024;5;24/8/2024;24/8/2024;67.64;5.6;10;TRUE;R2
AST004415;12/9/2021;3.5;19/9/2021;19/9/2021;64.61;3.7;8.2;TRUE;R2
AST004416;11/3/2020;1.7;15/3/2020;15/3/2020;55.32;4.9;6;TRUE;R2
AST004417;8/7/2023;4;11/7/2023;11/7/2023;23.06;4;9.9;FALSE;
AST004418;20/3/2021;5.1;24/3/2021;24/3/2021;29.99;5.3;6.9;FALSE;
AST004419;28/9/2023;3.8;4/10/2023;5/10/2023;53.71;6;10;TRUE;ISO14001
AST004420;25/12/2021;8;27/12/2021;28/12/2021;16.28;3.7;8.9;TRUE;e-Stewards
AST004421;15/4/2022;1.7;24/4/2022;24/4/2022;27.11;5.8;7.8;TRUE;None
AST004422;18/8/2023;1.6;22/8/2023;22/8/2023;36.65;2.7;8.9;TRUE;R2
AST004423;12/9/2023;6.3;14/9/2023;14/9/2023;50.21;2.8;10;TRUE;e-Stewards
AST004424;18/9/2021;4.3;20/9/2021;20/9/2021;76.95;6.9;8.1;TRUE;R2
AST004425;29/10/2021;1.9;30/10/2021;31/10/2021;60.96;3.9;7.2;FALSE;
AST004426;8/5/2023;2.8;20/5/2023;21/5/2023;19.62;3.3;9.2;TRUE;ISO14001
AST004428;5/3/2022;2.8;9/3/2022;9/3/2022;27.42;1.1;10;TRUE;R2
AST004429;21/10/2020;3;25/10/2020;25/10/2020;35.48;4.2;7.2;TRUE;None
AST004430;13/3/2023;1.4;16/3/2023;16/3/2023;16.55;4;9.4;TRUE;R2
AST004431;4/7/2023;4.4;7/7/2023;7/7/2023;16.06;3.7;9.5;TRUE;R2
AST004432;10/9/2023;3.3;18/9/2023;18/9/2023;30.84;1.9;10;TRUE;None
AST004434;2/3/2022;8;3/3/2022;3/3/2022;13.85;3;9.6;TRUE;e-Stewards
AST004436;27/11/2021;3.3;6/12/2021;6/12/2021;49.59;1.9;8;TRUE;ISO14001
AST004437;3/11/2020;5.1;4/11/2020;4/11/2020;39.94;4.8;7.9;TRUE;e-Stewards
AST004438;29/9/2024;8;6/10/2024;6/10/2024;19.23;2.1;10;TRUE;R2
AST004439;30/7/2023;2.2;6/8/2023;7/8/2023;67.13;3.6;9.1;TRUE;R2
AST004440;23/11/2023;5.4;29/11/2023;30/11/2023;137.27;7.1;10;TRUE;None
AST004441;17/4/2024;7.2;23/4/2024;23/4/2024;21.99;5.7;9.9;TRUE;R2
AST004442;8/9/2024;1.5;22/9/2024;22/9/2024;36.55;2.7;10;TRUE;R2
AST004443;11/2/2022;2.5;19/2/2022;19/2/2022;27.08;4.1;9.2;FALSE;
AST004444;19/2/2024;2;28/2/2024;28/2/2024;26.28;1.8;10;FALSE;
AST004445;28/11/2020;6.4;30/11/2020;1/12/2020;43.61;2.2;7.5;FALSE;
